Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
ACTA OPHTHALMOL;1755-375X;5671;2.844;2.513;0.537;229;7.1;0.01036;0.681
AM J OPHTHALMOL;0002-9394;20393;3.871;4.225;0.938;323;9.8;0.02767;1.337
ARCH OPHTHALMOL-CHIC;0003-9950;17678;4.399;4.372;;0;>10.0;0.01844;1.593
ARQ BRAS OFTALMOL;0004-2749;514;0.417;0.444;0.022;90;6.2;0.00103;0.120
BMC OPHTHALMOL;1471-2415;496;1.020;1.319;0.104;164;4.3;0.00154;0.412
BRIT J OPHTHALMOL;0007-1161;15920;2.976;2.861;0.714;322;9.8;0.02272;0.923
CAN J OPHTHALMOL;0008-4182;1373;1.333;1.337;0.195;87;6.9;0.00252;0.399
CLIN EXP OPHTHALMOL;1442-6404;2459;2.347;2.140;0.621;87;6.0;0.00605;0.691
CLIN EXP OPTOM;0816-4622;1006;1.343;1.235;0.237;80;6.2;0.00209;0.347
CONTACT LENS ANTERIO;1367-0484;818;1.367;1.803;0.304;79;5.2;0.00174;0.431
CORNEA;0277-3740;7245;2.042;2.000;0.327;272;7.1;0.01247;0.531
CURR EYE RES;0271-3683;3939;1.639;1.684;0.456;147;9.8;0.00562;0.476
CURR OPIN OPHTHALMOL;1040-8738;2432;2.500;2.688;0.423;78;6.8;0.00542;0.887
CUTAN OCUL TOXICOL;1556-9527;322;1.122;0.870;0.333;72;2.8;0.00099;0.227
DOC OPHTHALMOL;0012-4486;1661;1.631;1.972;0.222;45;>10.0;0.00235;0.591
EUR J OPHTHALMOL;1120-6721;1773;1.068;1.020;0.182;159;6.0;0.00416;0.310
EXP EYE RES;0014-4835;9517;2.709;3.023;0.542;238;8.6;0.01443;0.868
EYE;0950-222X;5895;2.082;2.079;0.482;197;7.0;0.01212;0.650
EYE CONTACT LENS;1542-2321;1082;1.466;1.504;0.157;70;6.0;0.00212;0.378
GRAEF ARCH CLIN EXP;0721-832X;6250;1.908;2.032;0.409;242;7.3;0.01138;0.592
INDIAN J OPHTHALMOL;0301-4738;1280;0.900;0.977;0.186;253;5.9;0.00247;0.253
INT J OPHTHALMOL-CHI;2222-3959;367;0.705;0.543;0.106;180;2.6;0.00141;0.141
INVEST OPHTH VIS SCI;0146-0404;44803;3.404;3.673;0.617;969;7.6;0.07624;0.996
J AAPOS;1091-8531;1944;1.003;1.091;0.117;162;7.0;0.00351;0.309
J CATARACT REFR SURG;0886-3350;10699;2.722;2.803;0.552;277;7.2;0.01773;0.744
J EYE MOVEMENT RES;1995-8692;146;0.915;0.977;0.412;17;4.6;0.00057;0.407
J FR OPHTALMOL;0181-5512;850;0.387;0.409;0.085;106;8.6;0.00084;0.086
J GLAUCOMA;1057-0829;2930;2.106;1.993;0.360;150;6.7;0.00540;0.575
J NEURO-OPHTHALMOL;1070-8022;1084;1.950;1.811;0.485;66;6.1;0.00267;0.600
J OCUL PHARMACOL TH;1080-7683;1582;1.470;1.560;0.340;103;5.8;0.00342;0.429
J OPHTHALMOL;2090-004X;445;1.425;1.720;0.110;182;2.9;0.00196;0.501
J PEDIAT OPHTH STRAB;0191-3913;1038;0.745;0.736;0.082;49;>10.0;0.00093;0.224
J REFRACT SURG;1081-597X;3710;3.468;3.146;0.573;117;5.7;0.00904;0.943
J VISION;1534-7362;8027;2.393;3.113;0.416;269;5.4;0.02660;1.140
JAMA OPHTHALMOL;2168-6165;734;3.318;3.318;0.868;174;1.4;0.00335;1.219
JPN J OPHTHALMOL;0021-5155;1722;1.676;1.533;0.271;70;7.7;0.00322;0.449
KLIN MONATSBL AUGENH;0023-2165;1050;0.542;0.471;0.112;116;>10.0;0.00101;0.094
MOL VIS;1090-0535;5811;1.986;2.154;0.234;141;5.2;0.01428;0.569
OCUL IMMUNOL INFLAMM;0927-3948;1047;1.972;1.555;0.909;55;5.1;0.00221;0.380
OCUL SURF;1542-0124;944;3.341;3.667;0.955;22;7.3;0.00129;0.966
OPHTHAL EPIDEMIOL;0928-6586;1204;1.148;1.709;0.388;49;7.3;0.00225;0.564
OPHTHAL PHYSL OPT;0275-5408;2054;2.177;1.801;0.946;56;9.4;0.00311;0.527
OPHTHAL PLAST RECONS;0740-9303;2010;0.881;0.831;0.296;169;8.1;0.00249;0.189
OPHTHALMIC GENET;1381-6810;546;1.455;1.195;0.250;36;6.4;0.00131;0.394
OPHTHALMIC RES;0030-3747;872;1.422;1.312;0.177;62;5.9;0.00191;0.367
OPHTHALMOLOGE;0941-293X;1023;0.504;0.514;0.176;142;7.5;0.00119;0.103
OPHTHALMOLOGICA;0030-3755;1726;1.676;1.530;0.262;61;>10.0;0.00235;0.423
OPHTHALMOLOGY;0161-6420;29035;6.135;6.117;1.581;313;8.3;0.05029;1.851
OPTOMETRY;1529-1839;440;0.833;0.852;;0;6.9;0.00097;0.291
OPTOMETRY VISION SCI;1040-5488;4354;1.603;1.782;0.432;222;7.8;0.00709;0.507
OSLI RETINA;2325-8160;1906;1.057;1.304;0.109;101;>10.0;0.00326;0.437
PROG RETIN EYE RES;1350-9462;4326;8.733;10.439;1.828;29;7.6;0.00908;3.688
RETINA-J RET VIT DIS;0275-004X;7270;3.243;3.121;0.745;290;5.3;0.01658;0.863
SEMIN OPHTHALMOL;0882-0538;714;0.863;1.244;0.169;77;5.9;0.00171;0.380
SURV OPHTHALMOL;0039-6257;4277;3.849;3.712;0.357;56;>10.0;0.00411;1.203
VISION RES;0042-6989;16803;1.815;2.472;0.464;168;>10.0;0.01831;0.951
VISUAL NEUROSCI;0952-5238;2752;2.207;2.166;0.667;33;>10.0;0.00235;0.909;

