Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
ACTA DIABETOL;0940-5429;1719;2.399;2.509;0.727;132;4.4;0.00403;0.656
ACTA ENDOCRINOL-BUCH;1841-0987;105;0.268;0.240;0.074;68;3.7;0.00011;0.025
AGING MALE;1368-5538;560;2.000;1.928;0.214;42;4.9;0.00136;0.511
AM J PHYSIOL-ENDOC M;0193-1849;19402;3.785;4.614;0.815;248;7.9;0.03422;1.534
ANN ENDOCRINOL-PARIS;0003-4266;529;0.871;0.795;0.149;47;6.0;0.00118;0.231
ANN NUTR METAB;0250-6807;2235;2.618;2.651;0.294;85;6.0;0.00544;0.825
ANTIOXID REDOX SIGN;1523-0864;15899;7.407;7.920;2.061;347;4.4;0.04530;2.261
ARCH PHYSIOL BIOCHEM;1381-3455;768;1.763;;0.103;29;6.5;0.00124;
ARQ BRAS ENDOCRINOL;0004-2730;1194;0.844;1.108;0.071;126;5.8;0.00239;0.269
BEST PRACT RES CL EN;1521-690X;2984;4.602;5.026;1.000;66;5.1;0.00875;1.611
BIOFACTORS;0951-6433;2788;4.592;4.226;0.678;59;6.6;0.00505;1.074
BIOL SEX DIFFER;2042-6410;321;4.837;;0.389;18;2.4;0.00161;
BIOL TRACE ELEM RES;0163-4984;5263;1.748;1.699;0.416;281;5.4;0.00827;0.328
BMC ENDOCR DISORD;1472-6823;473;1.710;2.187;0.292;96;4.1;0.00165;0.672
BONE;8756-3282;18954;3.973;4.312;0.774;310;7.5;0.03560;1.333
CALCIFIED TISSUE INT;0171-967X;6663;3.272;2.928;0.677;130;>10.0;0.00866;0.977
CAN J DIABETES;1499-2671;642;2.000;1.700;0.574;68;2.4;0.00150;0.435
CARDIOVASC DIABETOL;1475-2840;2813;4.015;3.659;0.830;159;2.9;0.00806;0.841
CELL METAB;1550-4131;18502;17.565;17.608;3.629;167;4.5;0.07919;7.916
CLIN ENDOCRINOL;0300-0664;11859;3.457;3.412;0.922;245;8.0;0.02119;1.075
COMP BIOCHEM PHYS C;1532-0456;5946;2.301;2.819;0.709;79;9.7;0.00597;0.680
CURR DIABETES REP;1534-4827;1840;3.080;3.081;0.628;86;4.1;0.00623;1.018
CURR OPIN CLIN NUTR;1363-1950;3923;3.989;4.385;1.105;76;5.7;0.00919;1.266
CURR OPIN ENDOCRINOL;1752-296X;1513;3.367;3.392;0.556;72;4.0;0.00588;1.083
CURR OPIN LIPIDOL;0957-9672;3864;5.656;5.659;1.250;64;6.6;0.00913;1.923
CURR OSTEOPOROS REP;1544-2241;734;2.728;;0.492;59;3.8;0.00280;
DIABETES;0012-1797;49747;8.095;8.443;2.486;358;8.8;0.08802;3.041
DIABETES CARE;0149-5992;56103;8.420;8.569;2.741;428;7.4;0.11414;2.779
DIABETES EDUCATOR;0145-7217;1731;1.792;2.426;0.238;63;7.0;0.00361;0.787
DIABETES METAB;1262-3636;3137;3.267;2.985;1.059;68;6.8;0.00543;0.828
DIABETES OBES METAB;1462-8902;6605;6.360;5.504;1.641;167;3.8;0.02134;1.611
DIABETES RES CLIN PR;0168-8227;8209;2.538;3.074;0.696;316;5.6;0.01850;0.875
DIABETES STOFFWECH H;1861-7603;74;0.447;0.199;0.154;26;;0.00004;0.018
DIABETES TECHNOL THE;1520-9156;2490;2.106;2.118;0.492;124;4.3;0.00742;0.618
DIABETES VASC DIS RE;1479-1641;929;2.829;2.728;0.255;47;4.6;0.00261;0.799
