Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
ACTA CHIR ORTHOP TR;0001-5415;304;0.388;0.448;0.042;48;5.8;0.00055;0.099
ACTA ORTHOP;1745-3674;7110;2.771;3.080;0.462;106;>10.0;0.00927;0.971
ACTA ORTHOP BELG;0001-6462;1462;0.654;0.743;0.012;81;8.0;0.00284;0.264
ACTA ORTHOP TRAUMATO;1017-995X;512;0.614;0.748;0.025;122;5.0;0.00149;0.234
ACTA ORTOP BRAS;1413-7852;153;0.190;0.195;0.017;60;7.3;0.00023;0.046
AM J SPORT MED;0363-5465;20779;4.362;5.084;0.845;336;7.8;0.03707;1.525
ARCH ORTHOP TRAUM SU;0936-8051;4270;1.597;1.567;0.154;227;6.6;0.00987;0.515
ARTHROSCOPY;0749-8063;10542;3.206;3.410;0.810;200;7.8;0.01936;1.097
BMC MUSCULOSKEL DIS;1471-2474;4855;1.717;2.282;0.179;441;4.5;0.01639;0.755
BONE JOINT J;2049-4394;744;1.961;1.961;0.462;286;1.4;0.00266;0.543
BONE JOINT RES;2046-3758;158;1.640;1.640;0.370;46;2.0;0.00079;0.576
BRAZ J PHYS THER;1413-3555;705;0.944;1.211;0.108;65;4.9;0.00160;0.280
CARTILAGE;1947-6035;225;0.694;1.394;0.192;26;3.7;0.00111;0.451
CHIR MAIN;1297-3203;392;0.287;0.376;0.122;74;7.5;0.00077;0.117
CLIN BIOMECH;0268-0033;6974;1.970;2.490;0.254;177;8.9;0.00979;0.790
CLIN J SPORT MED;1050-642X;2944;2.268;2.331;0.679;84;8.3;0.00479;0.762
CLIN ORTHOP RELAT R;0009-921X;33247;2.765;3.366;0.993;423;>10.0;0.03801;1.118
CLIN PODIATR MED SUR;0891-8422;415;0.561;;0.070;43;9.1;0.00078;
CONNECT TISSUE RES;0300-8207;1926;1.607;1.886;0.247;85;>10.0;0.00213;0.529
EKLEM HAST CERRAHISI;1305-8282;156;0.944;0.738;0.194;36;3.2;0.00029;0.110
EUR SPINE J;0940-6719;9083;2.066;2.497;0.331;375;6.2;0.02096;0.768
FOOT ANKLE CLIN;1083-7515;717;0.755;0.987;0.078;51;8.5;0.00108;0.299
FOOT ANKLE INT;1071-1007;5733;1.506;1.544;0.155;174;>10.0;0.00656;0.441
GAIT POSTURE;0966-6362;9407;2.752;3.185;0.560;334;6.5;0.01750;0.866
HAND CLIN;0749-0712;1422;1.259;1.249;0.178;45;>10.0;0.00197;0.468
HIP INT;1120-7000;554;0.756;0.819;0.081;99;3.9;0.00199;0.250
INDIAN J ORTHOP;0019-5413;467;0.640;0.730;0.152;105;3.9;0.00156;0.210
INJURY;0020-1383;9041;2.137;2.485;0.404;396;6.8;0.01792;0.728
INT J SHOULDER SURG;0973-6042;96;0.647;0.728;0.000;25;;0.00044;0.267
INT ORTHOP;0341-2695;5708;2.110;2.356;0.580;352;4.8;0.01433;0.626
ISOKINET EXERC SCI;0959-3020;315;0.488;0.658;0.024;42;7.8;0.00043;0.146
J AM ACAD ORTHOP SUR;1067-151X;3526;2.527;3.275;0.222;81;7.2;0.00864;1.277
J AM PODIAT MED ASSN;8750-7315;1365;0.654;0.810;0.112;98;>10.0;0.00138;0.230
J ARTHROPLASTY;0883-5403;10745;2.666;2.999;0.475;509;7.4;0.01879;0.840
J BACK MUSCULOSKELET;1053-8127;297;0.705;0.960;0.099;71;4.6;0.00095;0.299
J BONE JOINT SURG AM;0021-9355;37434;5.280;4.839;0.471;340;>10.0;0.04738;1.758
J BONE JOINT SURG BR;0301-620X;18680;3.309;3.479;0.000;0;>10.0;0.02351;1.272
J FOOT ANKLE RES;1757-1146;407;1.462;1.994;0.193;57;4.3;0.00159;0.584
J FOOT ANKLE SURG;1067-2516;1778;0.845;0.965;0.142;169;7.4;0.00329;0.277
