Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
ACTA BIOQUIM CLIN L;0325-2957;97;0.133;0.177;0.000;42;;0.00012;0.031
ADV CLIN CHEM;0065-2423;638;2.646;3.106;0.314;35;5.3;0.00145;0.807
ANN BIOL CLIN-PARIS;0003-3898;437;0.282;0.316;0.079;76;9.0;0.00046;0.067
ANN CLIN BIOCHEM;0004-5632;2606;2.335;2.170;0.776;76;8.0;0.00456;0.652
ANN CLIN LAB SCI;0091-7370;1158;0.910;0.970;0.052;77;9.8;0.00136;0.288
ANN LAB MED;2234-3806;224;1.417;1.417;0.357;56;2.1;0.00090;0.395
APPL IMMUNOHISTO M M;1541-2016;1617;2.012;1.881;0.265;113;5.8;0.00369;0.542
ARCH PATHOL LAB MED;0003-9985;9276;2.838;2.902;0.677;198;9.1;0.01373;0.883
BIOCHEM MEDICA;1330-0962;375;2.667;1.788;0.619;42;2.7;0.00115;0.406
BIOMED SIGNAL PROCES;1746-8094;713;1.419;1.376;0.231;130;3.9;0.00146;0.285
BIOPRESERV BIOBANK;1947-5535;267;1.340;1.352;0.421;57;2.6;0.00065;0.229
BRIT J BIOMED SCI;0967-4845;472;1.300;1.021;0.150;20;8.4;0.00059;0.258
CLIN BIOCHEM;0009-9120;7241;2.275;2.237;0.640;308;6.3;0.01394;0.595
CLIN CHEM;0009-9147;26550;7.911;8.144;2.015;130;>10.0;0.03474;2.535
CLIN CHEM LAB MED;1434-6621;6032;2.707;2.470;0.889;217;5.3;0.01252;0.624
CLIN CHIM ACTA;0009-8981;13241;2.824;2.772;0.705;339;8.1;0.02025;0.721
CLIN LAB;1433-6510;1036;1.129;1.102;0.122;262;3.7;0.00239;0.262
CLIN LAB MED;0272-2712;982;1.366;1.746;0.333;48;7.3;0.00220;0.569
CRIT REV CL LAB SCI;1040-8363;1239;3.692;5.547;0.750;24;9.4;0.00169;1.664
CYTOM PART B-CLIN CY;1552-4949;1072;2.398;2.298;1.000;46;5.1;0.00246;0.608
DIAGN CYTOPATHOL;8755-1039;2818;1.121;1.207;0.451;162;7.6;0.00362;0.262
IMMUNO-ANAL BIOL SPE;0923-2532;26;0.045;0.039;;0;;0.00003;0.009
J CLIN LAB ANAL;0887-8013;1153;1.038;1.249;0.338;80;7.3;0.00195;0.329
J CYTOL;0970-9371;138;0.374;0.444;0.017;60;3.6;0.00042;0.100
LABMEDICINE;0007-5027;416;0.505;0.579;0.145;55;5.6;0.00081;0.133
LABORATORIUMSMEDIZIN;0342-3026;52;0.211;0.230;0.000;33;;0.00015;0.051
PHARM BIOL;1388-0209;2241;1.241;1.186;0.359;223;5.2;0.00360;0.234
SEMIN DIAGN PATHOL;0740-2570;1065;2.561;2.119;0.079;38;>10.0;0.00148;0.741
THER DRUG MONIT;0163-4356;3711;2.376;2.379;0.647;116;8.0;0.00525;0.626
TRANSL RES;1931-5244;2112;5.030;4.149;1.468;94;3.2;0.00757;1.244;

