Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
ADAPT PHYS ACT Q;0736-5829;650;1.324;1.542;0.250;20;>10.0;0.00063;0.413
AM J PHYS MED REHAB;0894-9115;4259;2.202;2.151;0.312;128;8.8;0.00686;0.680
AM J SPEECH-LANG PAT;1058-0360;1313;1.594;2.397;0.193;57;8.6;0.00234;0.800
ARCH PHYS MED REHAB;0003-9993;18588;2.565;2.967;0.616;307;>10.0;0.02327;0.941
AUST OCCUP THER J;0045-0766;626;0.846;1.151;0.136;44;6.2;0.00119;0.290
BRAIN INJURY;0269-9052;4685;1.808;2.126;0.305;177;8.2;0.00701;0.602
BRAZ J PHYS THER;1413-3555;705;0.944;1.211;0.108;65;4.9;0.00160;0.280
BRIT J OCCUP THER;0308-0226;761;0.636;0.798;0.079;76;8.5;0.00080;0.155
CAN J OCCUP THER;0008-4174;684;0.915;1.226;0.179;28;9.3;0.00083;0.330
CLIN LINGUIST PHONET;0269-9206;817;0.575;0.726;0.143;63;8.4;0.00117;0.232
CLIN REHABIL;0269-2155;4502;2.239;2.784;0.375;112;8.3;0.00719;0.844
DEV NEUROREHABIL;1751-8423;758;2.050;2.506;0.255;51;4.3;0.00258;0.652
DISABIL HEALTH J;1936-6574;399;1.291;1.636;0.825;63;3.5;0.00148;0.529
DISABIL REHABIL;0963-8288;6341;1.985;2.135;0.318;286;6.4;0.01344;0.628
EUR J CANCER CARE;0961-5423;1598;1.564;1.590;0.570;86;6.0;0.00363;0.483
EUR J PHYS REHAB MED;1973-9087;909;1.903;2.143;0.472;72;3.8;0.00309;0.570
FOLIA PHONIATR LOGO;1021-7762;736;0.592;0.949;1.000;8;>10.0;0.00108;0.349
HONG KONG J OCCUP TH;1569-1861;41;0.667;0.596;0.000;5;;0.00011;0.137
IEEE T NEUR SYS REH;1534-4320;3094;3.188;3.625;0.664;122;5.9;0.00712;1.098
INT J LANG COMM DIS;1368-2822;1326;1.471;1.785;1.107;56;6.7;0.00254;0.554
INT J OSTEOPATH MED;1746-0689;177;1.200;1.000;0.893;28;3.9;0.00021;0.131
INT J REHABIL RES;0342-5282;1178;1.284;1.407;0.204;54;8.8;0.00181;0.422
INT J SPEECH-LANG PA;1754-9507;487;1.239;1.325;0.938;64;3.6;0.00171;0.423
J BACK MUSCULOSKELET;1053-8127;297;0.705;0.960;0.099;71;4.6;0.00095;0.299
J COMMUN DISORD;0021-9924;1414;1.449;1.864;0.146;41;>10.0;0.00199;0.589
J ELECTROMYOGR KINES;1050-6411;4073;1.647;2.145;0.152;132;7.2;0.00748;0.612
J FLUENCY DISORD;0094-730X;678;1.891;2.064;0.857;21;8.1;0.00085;0.427
J GERIATR PHYS THER;1539-8412;487;1.275;2.297;0.304;23;5.3;0.00132;0.649
J HAND THER;0894-1130;1047;2.000;2.061;0.250;36;9.6;0.00164;0.629
J HEAD TRAUMA REHAB;0885-9701;3011;2.920;4.008;1.039;77;8.4;0.00455;1.169
J MANIP PHYSIOL THER;0161-4754;1907;1.480;1.667;0.384;73;8.1;0.00246;0.392
J MUSCULOSKELET PAIN;1058-2452;223;0.194;0.319;0.018;56;>10.0;0.00026;0.099
J NEUROENG REHABIL;1743-0003;1995;2.740;3.512;0.383;167;4.5;0.00568;0.969
J NEUROL PHYS THER;1557-0576;594;1.766;2.711;0.412;17;5.8;0.00164;0.907
J ORTHOP SPORT PHYS;0190-6011;4579;3.011;3.627;0.453;95;8.2;0.00766;1.125
J PHYS THER SCI;0915-5287;572;0.392;0.414;0.121;454;2.7;0.00075;0.047
J PHYSIOTHER;1836-9553;326;3.708;3.337;0.083;24;2.8;0.00174;1.153
J REHABIL MED;1650-1977;3798;1.683;2.455;0.308;146;6.1;0.00893;0.761
J REHABIL RES DEV;0748-7711;3793;1.430;2.447;0.196;112;7.8;0.00606;0.742
J SPEECH LANG HEAR R;1092-4388;6186;2.070;2.795;0.302;182;9.1;0.00912;0.900
J SPORT REHABIL;1056-6716;691;1.276;1.574;0.243;37;6.6;0.00167;0.540
KINESIOLOGY;1331-1441;155;0.585;0.595;0.000;47;6.7;0.00022;0.120
MANUAL THER;1356-689X;2360;1.714;2.417;0.375;96;5.8;0.00498;0.637
NEUROREHAB NEURAL RE;1545-9683;3533;3.976;4.626;0.787;89;5.0;0.01093;1.408
NEUROREHABILITATION;1053-8135;1586;1.124;1.568;0.121;174;5.7;0.00393;0.477
OCCUP THER INT;0966-7903;209;0.780;0.990;0.300;20;6.2;0.00048;0.306
PEDIATR PHYS THER;0898-5669;636;1.035;1.219;0.391;46;6.8;0.00119;0.356
PHYS MED REH CLIN N;1047-9651;894;0.930;1.571;0.096;52;7.3;0.00175;0.520
PHYS MED REHAB KUROR;0940-6689;96;0.329;0.206;0.051;39;;0.00010;0.038
PHYS OCCUP THER PEDI;0194-2638;542;1.455;1.869;0.393;28;6.4;0.00118;0.574
PHYS THER;0031-9023;9190;2.526;3.786;0.581;136;>10.0;0.01185;1.202
PHYS THER SPORT;1466-853X;539;1.653;1.959;0.342;38;4.9;0.00127;0.539
PHYSIOTHER CAN;0300-0508;572;0.771;1.200;0.442;43;9.1;0.00097;0.331
PHYSIOTHERAPY;0031-9406;1335;1.911;2.031;0.306;49;9.9;0.00220;0.620
PM&R;1934-1482;1442;1.534;2.507;0.285;130;3.6;0.00760;0.855
PROSTHET ORTHOT INT;0309-3646;1102;1.041;1.309;0.226;62;9.8;0.00155;0.382
REHABIL NURS;0278-4807;525;1.153;1.058;0.290;31;8.0;0.00080;0.292
REHABILITATION;0034-3536;388;0.731;0.842;0.078;51;6.4;0.00048;0.140
SCAND J OCCUP THER;1103-8128;567;1.090;1.409;0.143;63;5.9;0.00092;0.294
SEMIN SPEECH LANG;0734-0478;420;0.704;;0.667;30;7.6;0.00069;
SPINAL CORD;1362-4393;4076;1.804;1.846;0.431;160;8.0;0.00659;0.515
SUPPORT CARE CANCER;0941-4355;6386;2.364;2.651;0.584;361;4.7;0.01787;0.824
TOP STROKE REHABIL;1074-9357;1004;1.452;1.702;0.148;61;5.9;0.00248;0.529
TURK FIZ TIP REHAB D;1302-0234;83;0.136;0.111;0.000;75;;0.00008;0.016;

