Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
AM J TRANSPLANT;1600-6135;18092;5.683;5.717;1.334;299;5.5;0.05310;2.004
ANN TRANSPL;1425-9524;636;1.261;1.104;0.221;77;4.1;0.00176;0.330
ARTIF ORGANS;0160-564X;3132;2.050;1.652;0.573;143;6.8;0.00471;0.366
ASAIO J;1058-2916;2131;1.516;1.430;0.417;132;8.2;0.00382;0.481
BIOL BLOOD MARROW TR;1083-8791;7164;3.404;3.615;0.876;275;5.0;0.02218;1.237
BONE MARROW TRANSPL;0268-3369;10530;3.570;3.379;0.801;211;8.6;0.01717;1.049
CELL TRANSPLANT;0963-6897;4424;3.127;3.257;0.496;139;4.6;0.01074;0.824
CLIN TRANSPLANT;0902-0063;3613;1.522;1.576;0.182;181;6.6;0.00861;0.532
CURR OPIN ORGAN TRAN;1087-2418;1531;2.880;2.666;0.616;86;3.9;0.00697;0.910
EXP CLIN TRANSPLANT;1304-0855;448;0.622;0.759;0.175;114;4.0;0.00128;0.205
INT J ARTIF ORGANS;0391-3988;1727;0.962;1.352;0.128;94;7.7;0.00279;0.355
J ARTIF ORGANS;1434-7229;592;1.441;1.268;0.136;59;4.8;0.00109;0.256
J HEART LUNG TRANSPL;1053-2498;8562;6.650;4.914;1.576;144;5.5;0.02435;1.749
LIVER TRANSPLANT;1527-6465;9357;4.241;3.921;0.899;159;7.3;0.01759;1.213
NEPHROL DIAL TRANSPL;0931-0509;22479;3.577;3.457;1.096;332;6.6;0.04799;1.056
PEDIATR TRANSPLANT;1397-3142;2560;1.441;1.566;0.320;172;5.7;0.00651;0.504
PROG TRANSPLANT;1526-9248;523;0.835;0.969;0.096;52;6.2;0.00130;0.322
STEM CELLS DEV;1547-3287;6061;3.727;4.055;0.881;269;3.7;0.01906;1.070
TRANSPL IMMUNOL;0966-3274;1296;1.457;1.616;0.444;63;6.8;0.00273;0.520
TRANSPL INFECT DIS;1398-2273;1738;2.064;2.043;0.333;141;4.6;0.00540;0.635
TRANSPL INT;0934-0874;3833;2.599;2.739;0.841;145;5.5;0.00993;0.870
TRANSPL P;0041-1345;12150;0.982;1.029;0.079;807;7.5;0.01982;0.275
TRANSPLANT REV-ORLAN;0955-470X;522;3.816;;0.615;26;3.9;0.00191;
TRANSPLANTATION;0041-1337;24021;3.828;3.604;0.713;376;9.4;0.03817;1.188
XENOTRANSPLANTATION;0908-665X;1159;2.840;2.613;0.788;52;6.1;0.00172;0.532;

