Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
ACS SYNTH BIOL;2161-5063;803;4.978;5.037;1.221;95;1.8;0.00709;3.283
ACTA CRYSTALLOGR D;1399-0047;15035;2.680;9.585;0.596;307;5.0;0.06534;4.719
ACTA CRYSTALLOGR F;1744-3091;1287;0.524;0.451;0.298;339;4.0;0.00481;0.173
ALGORITHM MOL BIOL;1748-7188;434;1.463;2.155;0.423;26;3.8;0.00261;1.112
ANAL BIOANAL CHEM;1618-2642;25559;3.436;3.565;0.656;724;4.8;0.06261;0.910
ANAL BIOCHEM;0003-2697;39183;2.219;2.564;0.532;357;>10.0;0.02476;0.707
ASSAY DRUG DEV TECHN;1540-658X;902;1.529;1.911;0.250;40;6.1;0.00204;0.571
BIOANALYSIS;1757-6180;2476;3.003;3.013;0.575;221;2.9;0.00675;0.546
BIOCHIP J;1976-0280;246;1.090;0.860;0.150;40;3.2;0.00077;0.194
BIOCONJUGATE CHEM;1043-1802;14391;4.513;4.676;0.861;245;6.5;0.02542;1.195
BIOINFORMATICS;1367-4803;64998;4.981;8.136;1.174;731;6.9;0.19632;3.572
BIOL PROCED ONLINE;1480-9222;400;1.792;2.703;0.400;10;8.2;0.00091;0.892
BIOLOGICALS;1045-1056;1166;1.209;1.490;0.396;48;5.9;0.00256;0.419
BIOMED CHROMATOGR;0269-3879;3368;1.723;1.754;0.413;235;5.6;0.00593;0.384
BIOMED OPT EXPRESS;2156-7085;3804;3.648;3.752;0.656;346;2.8;0.01633;1.083
BIOMICROFLUIDICS;1932-1058;2138;3.357;3.464;0.407;182;3.1;0.00888;0.971
BIOTECHNIQUES;0736-6205;7392;2.948;3.103;0.406;64;>10.0;0.00631;1.079
BIOTECHNOL J;1860-6768;3137;3.490;;1.570;151;3.9;0.00905;
BMC BIOINFORMATICS;1471-2105;21091;2.576;3.452;0.395;547;5.6;0.06893;1.334
BRIEF BIOINFORM;1467-5463;3679;9.617;7.017;1.123;81;5.0;0.01294;2.820
CHROMATOGRAPHIA;0009-5893;5006;1.411;1.191;0.203;182;8.1;0.00625;0.262
COMB CHEM HIGH T SCR;1386-2073;1355;1.222;1.517;0.172;87;6.2;0.00240;0.358
CURR BIOINFORM;1574-8936;287;0.921;1.045;0.123;57;4.0;0.00089;0.284
CURR ISSUES MOL BIOL;1467-3037;555;5.750;4.277;0.333;6;8.2;0.00097;1.297
CURR OPIN BIOTECH;0958-1669;11210;7.117;7.983;2.101;149;6.8;0.02460;2.603
CURR PROTEOMICS;1570-1646;153;0.635;0.748;0.000;32;5.3;0.00042;0.195
CYTOM PART A;1552-4922;3240;2.928;3.091;0.798;94;5.5;0.00819;0.942
DRUG TEST ANAL;1942-7603;1473;2.506;2.574;1.229;157;2.7;0.00484;0.616
ELECTROPHORESIS;0173-0835;15760;3.028;2.723;0.526;411;7.9;0.02057;0.585
EXPERT REV PROTEOMIC;1478-9450;1380;2.896;3.346;0.661;56;4.6;0.00362;0.867
HYBRIDOMA;1554-0014;456;0.337;0.322;;0;>10.0;0.00064;0.097
IEEE ACM T COMPUT BI;1545-5963;1404;1.438;1.605;0.367;109;3.7;0.00559;0.602
IEEE T NANOBIOSCI;1536-1241;882;2.309;2.078;0.408;49;6.0;0.00220;0.679
IET NANOBIOTECHNOL;1751-8741;191;1.500;1.451;0.098;41;3.6;0.00043;0.301
J BIOL ENG;1754-1611;457;2.481;;0.357;28;4.4;0.00252;
J BIOMED OPT;1083-3668;11293;2.859;2.926;0.519;499;4.8;0.02738;0.762
J BIOMOL SCREEN;1087-0571;2851;2.423;2.194;0.779;136;5.8;0.00657;0.665
J BIOPHOTONICS;1864-063X;1702;4.447;3.793;0.990;96;3.2;0.00635;1.047
J BREATH RES;1752-7155;1154;4.631;4.383;1.392;51;3.2;0.00232;0.726
J CHROMATOGR A;0021-9673;63850;4.169;4.298;0.623;1141;7.9;0.07324;0.848
J CHROMATOGR B;1570-0232;21141;2.729;2.846;0.458;533;7.8;0.02714;0.673
J CHROMATOGR SCI;0021-9665;2309;1.363;1.218;0.195;190;8.0;0.00305;0.277
J COMPUT BIOL;1066-5277;2829;1.737;1.818;0.211;71;9.2;0.00738;0.882
