Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
ADDICT BEHAV;0306-4603;9199;2.764;3.017;0.580;300;7.6;0.01704;0.995
ADDICT BIOL;1355-6215;2830;5.359;5.204;0.851;101;4.0;0.00864;1.542
ADDICTION;0965-2140;16193;4.829;5.827;2.125;192;7.6;0.03278;2.012
ADICCIONES;0214-4840;293;1.154;1.006;0.250;28;5.2;0.00054;0.210
ALCOHOL;0741-8329;2698;2.006;2.318;0.286;77;9.4;0.00348;0.595
ALCOHOL ALCOHOLISM;0735-0414;4076;2.889;3.150;0.791;91;8.0;0.00757;1.023
ALCOHOL CLIN EXP RES;0145-6008;14590;3.205;3.723;0.638;345;8.7;0.02041;1.024
AM J DRUG ALCOHOL AB;0095-2990;1949;1.779;2.096;0.723;65;7.4;0.00380;0.674
DRUG ALCOHOL DEPEN;0376-8716;13688;3.423;3.903;0.530;400;6.7;0.02997;1.250
EUR ADDICT RES;1022-6877;896;2.101;2.219;0.667;39;6.2;0.00190;0.654
INT J MENT HEALTH AD;1557-1874;489;0.992;;0.119;59;4.7;0.00145;
J ADDICT MED;1932-0620;627;1.756;2.245;0.284;67;3.7;0.00264;0.755
J ADDICT NURS;1088-4602;119;0.453;0.595;0.167;24;4.9;0.00028;0.150
J STUD ALCOHOL DRUGS;1937-1888;6659;2.760;2.930;0.417;120;>10.0;0.00874;0.983
NICOTINE TOB RES;1462-2203;6499;3.296;3.448;0.620;229;5.7;0.01941;1.259
SUBST ABUS;0889-7077;715;2.097;2.409;0.604;53;5.3;0.00201;0.739
SUBST USE MISUSE;1082-6084;2782;1.234;1.531;0.356;191;7.0;0.00544;0.469
TOB INDUC DIS;1617-9625;229;1.386;;0.208;24;4.4;0.00086;;

