Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
AAPS J;1550-7416;3608;3.799;4.911;0.777;130;5.3;0.00799;1.206
AAPS PHARMSCITECH;1530-9932;3739;1.641;2.344;0.291;158;5.7;0.00649;0.486
ACTA PHARMACEUT;1330-0075;818;0.912;1.485;0.025;40;7.3;0.00098;0.307
ACTA PHARMACOL SIN;1671-4083;6417;2.912;2.825;0.372;164;6.9;0.01026;0.675
ACTA POL PHARM;0001-6837;1129;0.737;0.960;0.071;98;5.4;0.00182;0.182
ADV DRUG DELIVER REV;0169-409X;27077;15.038;15.889;2.164;116;7.2;0.04038;3.925
ADV THER;0741-238X;1501;2.272;2.134;0.440;84;4.9;0.00403;0.607
ALCOHOL;0741-8329;2698;2.006;2.318;0.286;77;9.4;0.00348;0.595
ALIMENT PHARM THER;0269-2813;16005;5.727;5.273;2.609;230;6.6;0.03088;1.518
ALTERN MED REV;1089-5159;1457;3.833;6.550;;0;10.0;0.00143;1.505
AM J CARDIOVASC DRUG;1175-3277;797;2.422;2.105;0.643;42;4.8;0.00218;0.653
AM J GERIATR PHARMAC;1543-5946;904;3.128;3.301;;0;5.5;0.00272;1.118
AM J HEALTH-SYST PH;1079-2082;3746;1.882;1.926;0.485;101;7.2;0.00656;0.530
AM J PHARM EDUC;0002-9459;1715;1.082;1.233;0.125;160;5.6;0.00183;0.157
AM J THER;1075-2765;1258;1.129;1.121;0.206;126;6.5;0.00291;0.371
ANN PHARMACOTHER;1060-0280;6137;2.059;2.199;0.425;207;7.7;0.01066;0.651
ANNU REP MED CHEM;0065-7743;477;1.356;1.695;0.000;27;6.0;0.00123;0.548
ANNU REV PHARMACOL;0362-1642;7561;18.365;19.349;5.500;26;9.6;0.01168;6.942
ANTI-CANCER DRUG;0959-4973;3511;1.784;2.095;0.609;138;7.6;0.00505;0.504
ANTIMICROB AGENTS CH;0066-4804;50371;4.476;4.540;1.016;1005;7.7;0.09343;1.360
ANTIVIR RES;0166-3542;6290;3.938;3.788;0.851;195;5.0;0.01567;1.099
ANTIVIR THER;1359-6535;3690;3.020;2.856;1.352;88;4.9;0.01145;1.000
ARCH PHARM;0365-6233;2252;1.531;1.680;0.340;97;8.7;0.00234;0.341
ARCH PHARM RES;0253-6269;5360;2.046;2.031;0.675;166;6.6;0.00825;0.454
ARZNEIMITTELFORSCH;0004-4172;2292;0.701;0.662;;0;>10.0;0.00095;0.142
ASSAY DRUG DEV TECHN;1540-658X;902;1.529;1.911;0.250;40;6.1;0.00204;0.571
B LATINOAM CARIBE PL;0717-7917;174;0.325;0.367;0.111;54;4.8;0.00033;0.071
B PHARM SCI;1110-0052;39;0.087;0.146;;;;0.00005;0.036
BANGL J PHARMACOL;1991-007X;274;1.052;0.958;0.568;81;2.1;0.00020;0.067
BASIC CLIN PHARMACOL;1742-7835;2985;2.377;2.288;0.993;141;5.5;0.00567;0.550
BEHAV PHARMACOL;0955-8810;2782;2.148;2.379;0.276;76;7.8;0.00429;0.645
BIOCHEM PHARMACOL;0006-2952;26581;5.009;4.689;1.284;331;9.5;0.03640;1.279
BIODRUGS;1173-8804;1154;2.989;2.704;0.750;44;5.7;0.00246;0.727
BIOL PHARM BULL;0918-6158;10296;1.828;1.920;0.192;287;8.2;0.01237;0.455
BIOLOGICALS;1045-1056;1166;1.209;1.490;0.396;48;5.9;0.00256;0.419
BIOMED CHROMATOGR;0269-3879;3368;1.723;1.754;0.413;235;5.6;0.00593;0.384
BIOMED PHARMACOTHER;0753-3322;3524;2.023;2.080;0.335;155;8.5;0.00395;0.454
BIOMOL THER;1976-9148;370;1.727;0.974;0.200;80;2.3;0.00114;0.210
BIOPHARM DRUG DISPOS;0142-2782;1342;2.340;2.195;0.396;48;7.9;0.00208;0.545
BIOPHARM INT;1542-166X;225;0.288;0.316;0.055;55;5.8;0.00043;0.075
BMC PHARMACOL TOXICO;1471-2210;159;1.842;;0.160;75;1.6;0.00059;
BRAZ J PHARM SCI;1984-8250;223;0.264;0.458;0.015;68;4.3;0.00073;0.099
BRIT J CLIN PHARMACO;0306-5251;10571;3.878;3.834;0.894;226;8.9;0.01693;1.147
BRIT J PHARMACOL;0007-1188;30266;4.842;4.957;1.513;415;7.5;0.04821;1.317
CAN J PHYSIOL PHARM;0008-4212;3943;1.770;1.801;0.279;129;>10.0;0.00485;0.460
CANCER BIOTHER RADIO;1084-9785;1470;1.778;1.828;0.295;61;5.5;0.00317;0.446
CANCER CHEMOTH PHARM;0344-5704;8406;2.769;2.653;0.502;285;6.3;0.01592;0.679
CARDIOVASC DRUG THER;0920-3206;1670;3.189;2.954;0.345;55;6.7;0.00343;0.831
CARDIOVASC THER;1755-5914;789;2.362;2.444;0.643;42;3.3;0.00321;0.726
CHEM PHARM BULL;0009-2363;12761;1.164;1.461;0.222;180;>10.0;0.00711;0.341
CHEM-BIOL INTERACT;0009-2797;7771;2.577;2.817;0.470;236;6.8;0.01244;0.669
CHEMMEDCHEM;1860-7179;4563;2.968;2.831;0.767;270;4.4;0.01242;0.748
CHEMOTHERAPY;0009-3157;1280;1.288;1.265;0.250;8;8.8;0.00161;0.302
CHIN J NAT MEDICINES;2095-6975;578;1.114;;0.087;138;3.9;0.00134;
CHIN MED-UK;1749-8546;467;1.490;;0.037;27;4.2;0.00132;
CHIRALITY;0899-0042;3079;1.886;1.911;0.473;110;6.8;0.00519;0.487
CLIN DRUG INVEST;1173-2563;1406;1.557;1.607;0.609;92;4.9;0.00345;0.450
CLIN EXP HYPERTENS;1064-1963;1306;1.234;1.174;0.312;93;8.1;0.00181;0.275
CLIN EXP PHARMACOL P;1440-1681;4902;2.372;2.140;0.362;130;7.9;0.00703;0.584
CLIN NEUROPHARMACOL;0362-5664;2032;2.009;1.994;0.312;48;9.7;0.00280;0.548
CLIN PHARMACOKINET;0312-5963;6677;5.053;5.878;1.346;81;>10.0;0.00819;1.755
CLIN PHARMACOL THER;0009-9236;15257;7.903;6.844;2.469;130;7.2;0.02976;2.120
CLIN THER;0149-2918;6720;2.731;2.564;1.091;175;7.1;0.01249;0.796
CNS DRUGS;1172-7047;3704;5.113;4.971;0.989;89;5.7;0.00846;1.399
CNS NEUROL DISORD-DR;1871-5273;1844;2.628;3.148;0.506;172;4.0;0.00511;0.780
CNS NEUROSCI THER;1755-5930;1745;3.931;4.000;0.773;110;2.8;0.00627;1.032
COMB CHEM HIGH T SCR;1386-2073;1355;1.222;1.517;0.172;87;6.2;0.00240;0.358
CONTEMP CLIN TRIALS;1551-7144;1790;1.935;1.871;0.364;118;4.3;0.00793;0.839
CRIT REV THER DRUG;0743-4863;1050;4.259;3.492;0.667;15;>10.0;0.00071;0.728
CURR DRUG DELIV;1567-2018;1119;1.478;;0.186;70;6.2;0.00188;
CURR DRUG METAB;1389-2002;3192;2.976;3.554;0.920;50;5.9;0.00627;0.894
CURR DRUG TARGETS;1389-4501;4269;3.021;3.260;0.726;113;4.6;0.01078;0.881
CURR MED CHEM;0929-8673;14629;3.853;4.115;0.852;297;5.8;0.02853;1.006
CURR NEUROPHARMACOL;1570-159X;1392;3.049;3.799;0.512;41;5.0;0.00381;0.982
CURR OPIN PHARMACOL;1471-4892;5490;4.595;5.203;0.510;104;5.8;0.01445;1.679
CURR PHARM ANAL;1573-4129;266;0.719;0.837;0.171;35;5.3;0.00044;0.151
CURR PHARM BIOTECHNO;1389-2010;2729;1.950;2.558;0.420;112;3.9;0.00870;0.718
CURR PHARM DESIGN;1381-6128;14176;3.452;3.504;1.314;567;4.8;0.03161;0.902
CURR TOP NUTRACEUT R;1540-7535;106;0.238;0.305;0.000;22;9.0;0.00014;0.084
CURR VASC PHARMACOL;1570-1611;1565;2.966;2.960;0.901;91;3.7;0.00435;0.726
DARU;1560-8115;651;1.638;1.425;0.324;74;3.9;0.00129;0.265
DISSOLUT TECHNOL;1521-298X;269;0.528;1.057;0.211;19;6.0;0.00044;0.224
DOSE-RESPONSE;1559-3258;446;1.217;1.699;0.417;36;4.8;0.00112;0.402
DRUG AGING;1170-229X;2780;2.838;2.957;0.482;85;6.5;0.00571;0.851
DRUG CHEM TOXICOL;0148-0545;771;1.233;1.142;0.415;65;6.4;0.00124;0.258
DRUG DELIV;1071-7544;1344;2.558;2.110;1.227;66;6.0;0.00189;0.424
DRUG DES DEV THER;1177-8881;899;3.028;3.033;0.259;220;2.0;0.00328;0.762
DRUG DEV IND PHARM;0363-9045;4611;2.101;1.943;0.392;194;8.1;0.00476;0.343
DRUG DEVELOP RES;0272-4391;1219;0.767;0.918;0.153;72;>10.0;0.00107;0.221
DRUG DISCOV TODAY;1359-6446;10008;6.691;6.423;1.112;233;6.5;0.01844;1.718
DRUG FUTURE;0377-8282;389;0.170;0.421;0.010;102;6.5;0.00080;0.113
DRUG INF J;0092-8615;575;0.500;0.464;;0;>10.0;0.00102;0.218
DRUG METAB DISPOS;0090-9556;14323;3.252;3.614;0.833;228;7.8;0.01963;0.881
DRUG METAB PHARMACOK;1347-4367;1573;2.568;2.509;0.356;73;5.4;0.00374;0.676
DRUG METAB REV;0360-2532;2339;5.356;5.984;1.000;28;8.6;0.00342;1.681
DRUG RESIST UPDATE;1368-7646;2178;9.121;9.312;0.400;10;7.3;0.00439;2.974
DRUG SAFETY;0114-5916;3795;2.824;3.275;0.580;88;7.7;0.00684;0.995
DRUG TEST ANAL;1942-7603;1473;2.506;2.574;1.229;157;2.7;0.00484;0.616
DRUG TODAY;1699-3993;979;1.197;1.132;0.230;61;6.9;0.00169;0.288
DRUGS;0012-6667;8912;4.343;4.099;1.013;155;9.2;0.01426;1.202
