Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
ACTAS UROL ESP;0210-4806;704;1.022;0.812;0.200;100;4.5;0.00116;0.135
ADV CHRONIC KIDNEY D;1548-5595;1017;2.052;2.399;0.357;56;4.7;0.00353;0.805
AGING MALE;1368-5538;560;2.000;1.928;0.214;42;4.9;0.00136;0.511
AKTUEL UROL;0001-7868;102;0.162;0.265;0.067;30;6.0;0.00016;0.054
AM J KIDNEY DIS;0272-6386;19397;5.900;5.555;1.949;197;9.1;0.03309;1.864
AM J NEPHROL;0250-8095;3566;2.669;2.592;0.315;127;5.8;0.00916;0.835
AM J PHYSIOL-RENAL;1931-857X;17248;3.248;3.521;0.779;289;7.9;0.02774;1.053
ARCH ESP UROL;0004-0614;463;0.309;;0.009;113;6.5;0.00083;
ASIAN J ANDROL;1008-682X;2260;2.596;2.327;1.064;125;4.2;0.00559;0.632
BJU INT;1464-4096;18393;3.533;3.105;1.229;288;6.3;0.04237;0.976
BLOOD PURIFICAT;0253-5068;1362;1.284;1.564;0.187;91;5.6;0.00338;0.460
BMC NEPHROL;1471-2369;1321;1.690;1.814;0.256;203;2.5;0.00553;0.578
BMC UROL;1471-2490;478;1.413;;0.235;102;4.2;0.00150;
CAN J UROL;1195-9479;702;0.982;0.802;0.390;100;5.5;0.00187;0.273
CARDIORENAL MED;1664-3828;184;1.762;1.956;0.194;31;2.6;0.00082;0.577
CLIN EXP NEPHROL;1342-1751;1441;2.020;1.718;0.397;116;3.8;0.00447;0.475
CLIN GENITOURIN CANC;1558-7673;604;2.322;2.157;0.260;96;2.5;0.00199;0.613
CLIN J AM SOC NEPHRO;1555-9041;10854;4.613;5.466;1.016;244;4.5;0.04187;1.880
CLIN NEPHROL;0301-0430;3078;1.129;1.150;0.156;122;>10.0;0.00441;0.341
CONTRIB NEPHROL;0302-5144;1330;1.796;1.510;0.000;21;4.8;0.00375;0.480
CUAJ-CAN UROL ASSOC;1911-6470;696;0.837;1.179;0.194;201;3.3;0.00265;0.343
CURR OPIN NEPHROL HY;1062-4821;2971;3.862;3.682;0.489;90;5.7;0.00783;1.197
CURR OPIN UROL;0963-0643;1372;2.333;1.938;0.409;93;5.1;0.00423;0.637
CURR UROL REP;1527-2737;808;1.513;;0.250;84;4.4;0.00257;
EUR UROL;0302-2838;21495;13.938;11.260;4.978;228;4.6;0.06156;3.573
EUR UROL SUPPL;1569-9056;660;4.783;1.737;0.700;10;6.5;0.00144;0.543
HEMODIAL INT;1492-7535;909;1.240;1.359;0.271;107;4.7;0.00264;0.421
INT BRAZ J UROL;1677-5538;782;0.875;1.053;0.067;105;5.4;0.00203;0.308
INT J IMPOT RES;0955-9930;1928;1.756;1.720;0.298;47;9.6;0.00206;0.558
INT J UROL;0919-8172;3397;2.409;2.165;0.964;222;5.9;0.00649;0.582
INT NEUROUROL J;2093-4777;166;1.061;;0.375;32;3.0;0.00053;
INT UROGYNECOL J;0937-3462;4306;1.961;1.953;0.447;244;5.0;0.01072;0.552
INT UROL NEPHROL;0301-1623;2506;1.519;1.388;0.277;336;5.1;0.00556;0.369
IRAN J KIDNEY DIS;1735-8582;424;0.917;1.050;0.440;75;3.5;0.00097;0.191
J AM SOC NEPHROL;1046-6673;32059;9.343;9.621;2.108;260;8.3;0.05931;3.377
J ENDOUROL;0892-7790;4896;1.708;1.715;0.381;239;5.7;0.01103;0.478
J NEPHROL;1121-8428;2142;1.454;1.444;0.409;88;5.8;0.00464;0.398
J PEDIATR UROL;1477-5131;1157;0.898;1.160;0.253;217;4.2;0.00349;0.325
J RENAL NUTR;1051-2276;1301;1.871;1.834;0.278;54;5.5;0.00278;0.454
J SEX MED;1743-6095;7301;3.151;2.957;0.595;316;4.3;0.01945;0.686
J UROLOGY;0022-5347;46523;4.360;4.064;1.131;458;9.6;0.06662;1.271
KIDNEY BLOOD PRESS R;1420-4096;1067;2.123;1.774;0.254;71;3.7;0.00262;0.433
KIDNEY INT;0085-2538;37913;8.563;7.891;2.812;245;9.5;0.05516;2.701
KIDNEY INT SUPPL;2157-1724;691;10.435;7.533;0.000;20;2.2;0.00471;3.299
LUTS;1757-5664;48;0.304;0.287;0.000;35;;0.00020;0.077
MINERVA UROL NEFROL;0393-2249;216;0.965;;0.048;21;5.0;0.00055;
NAT REV NEPHROL;1759-5061;2345;8.542;7.789;1.623;53;3.1;0.01269;2.764
NAT REV UROL;1759-4812;1405;4.840;4.759;1.109;55;3.2;0.00746;1.666
NEFROLOGIA;0211-6995;902;1.223;1.212;0.370;81;4.5;0.00178;0.256
NEPHROL DIAL TRANSPL;0931-0509;22479;3.577;3.457;1.096;332;6.6;0.04799;1.056
NEPHROL NURS J;1526-744X;371;0.615;;0.111;45;6.8;0.00063;
NEPHROL THER;1769-7255;209;0.404;0.368;0.073;55;4.6;0.00050;0.083
NEPHROLOGY;1320-5358;2088;2.083;1.930;0.365;126;5.0;0.00534;0.557
NEPHRON CLIN PRACT;1660-2110;1752;1.402;1.683;0.172;116;4.8;0.00582;0.570
NEPHRON EXP NEPHROL;1660-2129;668;2.556;2.143;0.071;42;6.0;0.00151;0.619
NEPHRON PHYSIOL;1660-2137;424;1.533;2.130;0.545;11;7.1;0.00079;0.724
NEUROUROL URODYNAM;0733-2467;4109;2.873;2.743;0.578;128;6.3;0.00898;0.813
PEDIATR NEPHROL;0931-041X;7441;2.856;2.750;0.582;249;6.4;0.01741;0.887
PERITON DIALYSIS INT;0896-8608;3192;1.527;2.192;0.431;102;8.7;0.00392;0.527
PROG UROL;1166-7087;1013;0.658;0.531;0.042;215;5.3;0.00110;0.067
PROSTATE;0270-4137;7447;3.565;3.474;0.752;161;6.8;0.01371;0.945
PROSTATE CANCER P D;1365-7852;1510;3.425;3.003;0.800;55;4.8;0.00457;0.999
RENAL FAILURE;0886-022X;1872;0.944;0.930;0.116;285;5.5;0.00360;0.217
REV NEFROL DIAL TRAS;0326-3428;4;0.000;0.031;0.000;17;;0.00001;0.006
SCAND J UROL;2168-1805;174;1.247;1.284;0.296;81;1.7;0.00052;0.403
SCAND J UROL NEPHROL;0036-5599;1633;1.243;1.109;;0;>10.0;0.00171;0.354
SEMIN DIALYSIS;0894-0959;2133;1.745;2.013;0.265;113;6.4;0.00472;0.621
SEMIN NEPHROL;0270-9295;2190;3.483;3.253;1.138;58;6.5;0.00518;1.099
THER APHER DIAL;1744-9979;1208;1.705;1.404;0.284;88;6.1;0.00230;0.359
UROL CLIN N AM;0094-0143;1691;1.204;1.361;0.490;51;>10.0;0.00192;0.475
UROL INT;0042-1138;2245;1.426;1.211;0.219;160;6.3;0.00397;0.292
UROL J;1735-1308;424;0.565;0.786;0.068;133;4.9;0.00090;0.178
UROL ONCOL-SEMIN ORI;1078-1439;3033;2.768;2.789;0.898;283;3.5;0.00961;0.845
UROL RES;0300-5623;1476;1.394;1.411;;0;9.9;0.00197;0.402
UROLITHIASIS;2194-7228;92;1.000;1.000;0.225;71;;0.00027;0.239
UROLOGE;0340-2592;644;0.444;0.387;0.035;172;5.9;0.00087;0.066
