Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
ACTA MED OKAYAMA;0386-300X;653;0.696;0.830;0.059;51;7.8;0.00099;0.226
ADV CLIN EXP MED;1899-5276;363;1.095;0.618;0.075;106;2.7;0.00084;0.120
ADV EXP MED BIOL;0065-2598;14136;1.958;1.696;0.594;342;6.3;0.03474;0.564
ADV MED SCI-POLAND;1896-1126;553;1.105;1.249;0.218;55;4.9;0.00141;0.325
ADV THER;0741-238X;1501;2.272;2.134;0.440;84;4.9;0.00403;0.607
ALTEX-ALTERN ANIM EX;1868-596X;815;5.467;4.917;1.000;38;4.1;0.00142;0.820
AM J TRANSL RES;1943-8141;788;3.402;3.519;0.425;80;3.3;0.00320;0.941
AMYLOID;1350-6129;941;2.010;2.163;0.556;36;6.8;0.00186;0.618
ANN BIOL CLIN-PARIS;0003-3898;437;0.282;0.316;0.079;76;9.0;0.00046;0.067
ANNU REV MED;0066-4219;5612;12.928;13.452;3.774;31;7.9;0.01349;5.056
ARCH MED RES;0188-4409;2770;2.645;2.314;0.413;92;7.0;0.00404;0.537
ARCH PATHOL LAB MED;0003-9985;9276;2.838;2.902;0.677;198;9.1;0.01373;0.883
ASIAN BIOMED;1905-7415;176;0.131;0.265;0.120;83;4.1;0.00069;0.078
ATLA-ALTERN LAB ANIM;0261-1929;931;1.592;1.413;0.962;26;9.1;0.00094;0.303
B EXP BIOL MED+;0007-4888;1682;0.358;0.349;0.042;405;7.2;0.00174;0.058
BIOMARK MED;1752-0363;976;2.646;2.774;0.840;94;3.3;0.00394;0.839
BIOMED PAP;1213-8118;745;1.200;1.291;0.223;103;5.7;0.00149;0.332
BIOMED PHARMACOTHER;0753-3322;3524;2.023;2.080;0.335;155;8.5;0.00395;0.454
BIOMED RES INT;2314-6133;4272;1.579;1.593;0.265;3546;1.4;0.01210;0.367
BIOMED RES-INDIA;0970-938X;148;0.236;0.247;0.053;114;3.4;0.00034;0.048
BIOMED RES-TOKYO;0388-6107;595;1.138;1.299;0.149;47;5.7;0.00139;0.363
BOSNIAN J BASIC MED;1512-8601;237;0.443;0.599;0.125;48;4.8;0.00065;0.153
BRAZ J MED BIOL RES;0100-879X;4241;1.006;1.250;0.186;145;>10.0;0.00441;0.329
CANCER BIOTHER RADIO;1084-9785;1470;1.778;1.828;0.295;61;5.5;0.00317;0.446
CANCER GENE THER;0929-1903;2501;2.416;2.328;0.597;67;6.7;0.00460;0.616
CELL TRANSPLANT;0963-6897;4424;3.127;3.257;0.496;139;4.6;0.01074;0.824
CLIN EXP MED;1591-8890;746;2.959;2.214;0.686;51;4.8;0.00163;0.535
CLIN INVEST MED;0147-958X;866;1.227;1.287;0.083;48;7.5;0.00152;0.387
CLIN SCI;0143-5221;8820;5.598;5.348;1.604;134;9.4;0.01368;1.578
CLIN TRIALS;1740-7745;1340;1.925;2.012;0.515;68;5.6;0.00547;1.029
CONTEMP CLIN TRIALS;1551-7144;1790;1.935;1.871;0.364;118;4.3;0.00793;0.839
CSH PERSPECT MED;2157-1422;2588;9.469;9.808;0.821;106;2.4;0.01613;3.984
CTS-CLIN TRANSL SCI;1752-8054;636;1.430;1.755;0.148;61;3.9;0.00306;0.639
CURR MED RES OPIN;0300-7995;5966;2.653;2.442;0.781;242;5.8;0.01365;0.715
CURR MOL MED;1566-5240;3303;3.621;3.788;0.463;108;5.5;0.00823;1.108
CYTOTHERAPY;1465-3249;3788;3.293;3.260;0.642;162;5.6;0.00809;0.861
DIS MARKERS;0278-0240;1580;1.562;1.996;0.240;146;4.9;0.00370;0.499
DISCOV MED;1539-6509;1459;3.626;;0.358;67;3.4;0.00685;
EMBO MOL MED;1757-4676;3363;8.665;9.315;2.121;107;2.5;0.01961;3.675
EUR J CLIN INVEST;0014-2972;5526;2.734;2.741;0.580;131;8.3;0.00975;0.828
