Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
ACTA NEUROPATHOL;0001-6322;13098;10.762;9.762;2.500;116;6.7;0.03329;3.483
ADV ANAT PATHOL;1072-4109;1301;3.229;3.401;0.279;43;5.7;0.00340;1.059
ALZ DIS ASSOC DIS;0893-0341;2599;2.440;3.092;0.696;56;8.2;0.00484;1.033
AM J CLIN PATHOL;0002-9173;10906;2.514;2.977;0.528;214;>10.0;0.01425;0.904
AM J FOREN MED PATH;0195-7910;1454;0.701;0.810;0.108;65;>10.0;0.00214;0.288
AM J PATHOL;0002-9440;39901;4.591;5.071;0.831;295;>10.0;0.06680;1.731
AM J SURG PATHOL;0147-5185;18910;5.145;5.328;1.074;202;9.2;0.03034;1.707
ANAL CELL PATHOL;2210-7177;274;0.846;1.330;0.026;39;>10.0;0.00078;0.489
ANN DIAGN PATHOL;1092-9134;1112;1.117;1.083;0.197;66;6.8;0.00203;0.295
ANN PATHOL;0242-6498;316;0.314;0.325;0.043;46;8.6;0.00034;0.060
ANNU REV PATHOL-MECH;1553-4006;3122;18.750;22.978;8.667;15;4.3;0.01332;9.120
APMIS;0903-4641;3495;2.042;2.058;0.365;156;8.2;0.00533;0.588
APPL IMMUNOHISTO M M;1541-2016;1617;2.012;1.881;0.265;113;5.8;0.00369;0.542
ARCH PATHOL LAB MED;0003-9985;9276;2.838;2.902;0.677;198;9.1;0.01373;0.883
BRAIN PATHOL;1015-6305;3976;4.643;3.969;1.029;70;7.2;0.00814;1.325
BRAIN TUMOR PATHOL;1433-7398;419;1.224;1.445;0.289;45;4.2;0.00095;0.366
CANCER CYTOPATHOL;1934-662X;2035;3.737;3.971;0.720;100;5.9;0.00345;0.887
CARDIOVASC PATHOL;1054-8807;1430;2.000;2.132;0.422;64;6.6;0.00332;0.708
CELL ONCOL;2211-3428;876;3.032;2.817;0.439;41;4.2;0.00204;0.635
CLIN NEUROPATHOL;0722-5091;858;1.528;1.232;0.450;40;9.4;0.00139;0.363
CYTOM PART B-CLIN CY;1552-4949;1072;2.398;2.298;1.000;46;5.1;0.00246;0.608
CYTOPATHOLOGY;0956-5507;909;1.481;1.504;1.111;45;5.8;0.00145;0.328
DIAGN CYTOPATHOL;8755-1039;2818;1.121;1.207;0.451;162;7.6;0.00362;0.262
DIAGN MOL PATHOL;1052-9551;846;1.861;1.876;;0;7.8;0.00166;0.590
DIAGN PATHOL;1746-1596;1866;2.597;2.333;0.483;211;2.7;0.00468;0.440
DIS MARKERS;0278-0240;1580;1.562;1.996;0.240;146;4.9;0.00370;0.499
DIS MODEL MECH;1754-8403;2584;4.973;5.276;1.312;128;3.0;0.01277;1.884
ENDOCR PATHOL;1046-3976;809;1.757;1.702;0.464;56;7.2;0.00129;0.427
EXP MOL PATHOL;0014-4800;2704;2.706;2.650;0.476;145;5.8;0.00531;0.665
EXP TOXICOL PATHOL;0940-2993;1922;1.860;2.108;0.241;58;5.3;0.00410;0.507
EXPERT REV MOL DIAGN;1473-7159;1797;3.516;3.552;0.649;77;4.6;0.00493;0.979
FETAL PEDIATR PATHOL;1551-3815;184;0.481;0.485;0.152;46;4.1;0.00064;0.151
FOLIA NEUROPATHOL;1641-4640;555;1.568;1.368;0.163;43;5.8;0.00095;0.293
FORENSIC SCI MED PAT;1547-769X;577;1.983;1.939;0.435;69;3.3;0.00200;0.545
HISTOL HISTOPATHOL;0213-3911;4113;2.096;2.145;0.585;147;7.1;0.00724;0.596
HISTOPATHOLOGY;0309-0167;8926;3.453;3.432;0.838;185;7.7;0.01601;1.049
HUM PATHOL;0046-8177;12317;2.769;2.987;0.565;317;9.3;0.01877;0.886
INDIAN J PATHOL MICR;0377-4929;824;0.466;0.624;0.045;132;5.5;0.00174;0.153
INT J CLIN EXP PATHO;1936-2625;1821;1.891;2.001;0.180;1074;2.2;0.00551;0.458
INT J EXP PATHOL;0959-9673;1619;2.168;2.605;0.381;42;7.4;0.00290;0.713
INT J GYNECOL PATHOL;0277-1691;2233;1.665;1.655;0.207;87;9.0;0.00332;0.488
INT J IMMUNOPATH PH;0394-6320;1694;1.617;1.885;0.359;64;4.8;0.00429;0.480
INT J PALEOPATHOL;1879-9817;94;0.726;0.879;0.184;38;;0.00037;0.232
INT J SURG PATHOL;1066-8969;991;0.953;0.979;0.139;115;5.6;0.00221;0.271
J CLIN PATHOL;0021-9746;10479;2.915;2.641;0.525;183;>10.0;0.01244;0.805
J COMP PATHOL;0021-9975;2676;1.142;1.333;0.152;112;>10.0;0.00302;0.367
J CUTAN PATHOL;0303-6987;3516;1.582;1.485;0.403;119;7.4;0.00574;0.412
J MOL DIAGN;1525-1578;2948;4.851;3.988;1.085;71;4.8;0.00884;1.342
J NEUROPATH EXP NEUR;0022-3069;7949;3.797;4.152;0.549;91;>10.0;0.01090;1.386
J ORAL PATHOL MED;0904-2512;3649;1.926;2.036;0.336;113;9.1;0.00453;0.489
J PATHOL;0022-3417;15629;7.429;6.941;1.791;148;7.7;0.03163;2.400
J TOXICOL PATHOL;0914-9198;210;0.621;0.729;0.032;31;4.2;0.00064;0.202
LAB INVEST;0023-6837;10077;3.676;4.041;0.858;120;>10.0;0.01350;1.239
LEPROSY REV;0305-7518;579;0.671;0.856;0.061;33;9.4;0.00064;0.206
MED MOL MORPHOL;1860-1480;404;1.464;1.378;0.294;34;5.0;0.00098;0.332
MED NUCL;0928-1258;53;0.073;0.068;0.039;51;;0.00008;0.011
MODERN PATHOL;0893-3952;11797;6.187;5.609;1.640;175;6.6;0.02704;1.855
NEUROPATH APPL NEURO;0305-1846;2792;3.927;4.183;1.393;61;7.8;0.00522;1.308
NEUROPATHOLOGY;0919-6544;1406;1.651;1.649;0.346;78;5.8;0.00325;0.476
PATHOBIOLOGY;1015-2008;961;2.480;2.168;0.650;20;6.6;0.00164;0.545
PATHOL BIOL;0369-8114;1161;1.200;1.421;0.068;59;8.2;0.00179;0.336
PATHOL INT;1320-5463;2723;1.691;1.789;0.164;73;7.9;0.00428;0.494
PATHOL ONCOL RES;1219-4956;1528;1.855;1.674;0.452;124;4.2;0.00370;0.410
PATHOL RES PRACT;0344-0338;2569;1.397;1.428;0.261;199;7.9;0.00392;0.353
PATHOLOGE;0172-8113;526;0.406;0.510;0.176;68;8.2;0.00072;0.112
PATHOLOGY;0031-3025;2155;2.188;2.290;0.663;80;6.7;0.00446;0.696
PEDIATR DEVEL PATHOL;1093-5266;1127;0.866;0.965;0.071;70;9.0;0.00189;0.321
POL J PATHOL;1233-9687;320;1.128;0.842;0.043;47;4.4;0.00069;0.189
SCI JUSTICE;1355-0306;586;1.417;1.489;0.460;63;5.8;0.00121;0.409
SEMIN DIAGN PATHOL;0740-2570;1065;2.561;2.119;0.079;38;>10.0;0.00148;0.741
SEMIN IMMUNOPATHOL;1863-2297;2008;7.748;7.047;1.133;45;3.4;0.00913;2.478
TISSUE ANTIGENS;0001-2815;3770;2.137;2.039;1.448;125;7.9;0.00451;0.478
TOXICOL PATHOL;0192-6233;4138;2.137;2.354;0.581;86;7.8;0.00540;0.648
ULTRASTRUCT PATHOL;0191-3123;793;1.078;0.960;0.218;55;>10.0;0.00102;0.259
VET PATHOL;0300-9858;4488;1.869;1.979;0.949;99;>10.0;0.00629;0.602
VIRCHOWS ARCH;0945-6317;5240;2.651;2.615;0.701;157;7.9;0.00863;0.772;

