Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J OPT COMMUN NETW;1943-0620;1085;2.064;1.783;0.275;102;2.7;0.00601;0.641
KSII T INTERNET INF;1976-7277;370;0.561;0.514;0.135;266;2.4;0.00084;0.084
MICROWAVE J;0192-6225;319;0.337;0.238;0.018;112;9.1;0.00116;0.156
MOB INF SYST;1574-017X;79;0.949;0.702;0.000;20;;0.00029;0.192
MOBILE NETW APPL;1383-469X;979;1.045;1.403;0.226;62;6.9;0.00255;0.521
NAVIGATION-US;0028-1522;178;0.562;;0.000;24;8.4;0.00053;
OPT FIBER TECHNOL;1068-5200;1024;1.300;1.327;0.324;105;4.9;0.00275;0.399
OPT SWITCH NETW;1573-4277;194;1.071;0.945;0.279;61;3.2;0.00057;0.248
PEER PEER NETW APPL;1936-6442;90;0.632;0.534;0.071;56;;0.00036;0.172
PERS UBIQUIT COMPUT;1617-4909;1282;1.518;1.577;0.297;145;5.5;0.00296;0.458
PERVASIVE MOB COMPUT;1574-1192;750;2.079;2.325;0.115;87;4.2;0.00370;0.935
PHOTONIC NETW COMMUN;1387-974X;219;0.793;0.419;0.043;46;5.3;0.00070;0.158
PROG ELECTROMAGN RES;1559-8985;3254;1.229;1.392;0.367;120;4.3;0.01387;0.530
RADIO SCI;0048-6604;3693;1.439;1.278;0.233;103;>10.0;0.00485;0.574
SECUR COMMUN NETW;1939-0114;313;0.720;0.632;0.046;219;2.6;0.00096;0.133
TELECOMMUN POLICY;0308-5961;1203;1.411;1.685;0.105;86;6.1;0.00262;0.473
TELECOMMUN SYST;1018-4864;1099;0.705;1.211;0.083;109;4.5;0.00237;0.263
WIREL COMMUN MOB COM;1530-8669;1973;0.858;1.127;0.164;122;9.1;0.00397;0.403
WIREL NETW;1022-0038;1493;0.961;1.068;0.075;174;7.9;0.00309;0.355
WIRELESS PERS COMMUN;0929-6212;1654;0.653;0.648;0.104;718;3.1;0.00347;0.127;

