Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
ACAD MED;1040-2446;9436;3.060;3.482;1.232;228;7.7;0.02343;1.388
ADV HEALTH SCI EDUC;1382-4996;1276;2.124;2.688;0.550;40;5.5;0.00479;1.134
AM J HOSP PALLIAT ME;1049-9091;1125;1.383;1.456;0.205;122;5.2;0.00300;0.451
AM J MANAG CARE;1088-0224;3176;2.264;2.652;0.282;85;5.7;0.01140;1.134
AM J MED QUAL;1062-8606;968;1.252;1.806;0.338;65;5.7;0.00372;0.844
AUST HEALTH REV;0156-5788;807;0.730;0.958;0.169;89;6.0;0.00191;0.297
AUST J PRIM HEALTH;1448-7527;395;0.960;1.075;0.107;56;4.3;0.00117;0.307
B HIST MED;0007-5140;470;0.297;0.568;0.053;19;>10.0;0.00053;0.381
BMC HEALTH SERV RES;1472-6963;6424;1.712;2.143;0.191;649;4.5;0.02222;0.701
BMC MED RES METHODOL;1471-2288;4715;2.270;3.151;0.453;137;6.2;0.01495;1.330
BMC PALLIAT CARE;1472-684X;382;1.779;;0.271;59;4.0;0.00134;
BMJ QUAL SAF;2044-5415;1740;3.988;3.806;1.468;124;2.5;0.00878;1.359
CAMB Q HEALTHC ETHIC;0963-1801;344;0.682;0.667;0.436;39;6.6;0.00077;0.241
CURR OPIN SUPPORT PA;1751-4258;550;1.656;;0.217;60;3.6;0.00246;
DISABIL HEALTH J;1936-6574;399;1.291;1.636;0.825;63;3.5;0.00148;0.529
DRUG INF J;0092-8615;575;0.500;0.464;;0;>10.0;0.00102;0.218
EUR J CANCER CARE;0961-5423;1598;1.564;1.590;0.570;86;6.0;0.00363;0.483
EVAL HEALTH PROF;0163-2787;846;1.909;1.853;0.259;27;9.2;0.00141;0.655
EXPERT REV PHARM OUT;1473-7167;895;1.669;;0.256;78;4.1;0.00310;
FAM SYST HEALTH;1091-7527;589;1.131;1.878;0.265;34;6.9;0.00148;0.670
GEOSPATIAL HEALTH;1827-1987;383;1.194;1.587;0.184;49;4.4;0.00116;0.424
HASTINGS CENT REP;0093-0334;988;1.684;1.441;0.145;69;9.8;0.00300;0.826
HEALTH AFFAIR;0278-2715;11482;4.966;4.878;1.094;254;5.2;0.05561;2.647
HEALTH ECON;1057-9230;4397;2.227;2.703;0.474;95;8.4;0.01126;1.309
HEALTH EXPECT;1369-6513;1471;3.410;3.244;0.782;78;6.3;0.00368;1.176
HEALTH INFORM J;1460-4582;257;0.565;1.308;0.500;24;5.4;0.00078;0.420
HEALTH POLICY;0168-8510;4576;1.907;2.070;0.497;175;7.6;0.01017;0.742
HEALTH POLICY PLANN;0268-1080;2997;3.470;3.552;0.451;113;7.2;0.00721;1.339
HEALTH QUAL LIFE OUT;1477-7525;4539;2.120;2.835;0.165;182;6.4;0.01039;0.890
HEALTH SERV RES;0017-9124;5334;2.781;2.945;0.679;109;8.4;0.01394;1.571
HEALTH TECHNOL ASSES;1366-5278;4595;5.027;5.342;0.373;75;7.6;0.01176;2.205
IMPLEMENT SCI;1748-5908;3322;4.122;4.624;0.444;178;3.9;0.01323;1.452
INFORM HEALTH SOC CA;1753-8157;155;0.735;1.162;0.944;18;4.2;0.00052;0.314
INQUIRY-J HEALTH CAR;0046-9580;443;0.550;0.933;;;>10.0;0.00121;0.735
INT J HEALTH SERV;0020-7314;914;0.881;1.155;0.068;44;>10.0;0.00166;0.492
INT J INTEGR CARE;1568-4156;456;1.500;;0.333;27;5.2;0.00111;
INT J MED INFORM;1386-5056;2815;2.004;2.610;0.312;93;6.1;0.00612;0.740
INT J QUAL HEALTH C;1353-4505;2665;1.756;2.341;0.707;82;7.8;0.00442;0.755
INT J TECHNOL ASSESS;0266-4623;1656;1.308;1.499;0.225;40;8.8;0.00263;0.478
J AM ACAD NURSE PRAC;1041-2972;944;1.017;1.121;;0;6.2;0.00202;0.329
J AM ASSOC NURSE PRA;2327-6886;48;;;0.272;81;;0.00009;
J AM MED INFORM ASSN;1067-5027;5832;3.504;3.866;0.650;214;5.6;0.01497;1.225
J BEHAV HEALTH SER R;1094-3412;724;1.372;1.370;0.405;42;7.7;0.00160;0.526
