Abbreviated Journal Title;ISSN;{2014} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2014} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
ACTA ANAESTH SCAND;0001-5172;5761;2.322;2.399;0.470;149;8.8;0.01054;0.799
ANAESTH INTENS CARE;0310-057X;2150;1.296;1.420;0.341;88;7.2;0.00451;0.452
ANAESTHESIA;0003-2409;6644;3.382;2.881;1.993;140;8.5;0.00918;0.754
ANAESTHESIST;0003-2417;1088;0.757;0.719;0.293;99;7.6;0.00111;0.128
ANASTH INTENSIV NOTF;0939-2661;337;0.438;0.411;0.043;69;5.7;0.00044;0.066
ANASTH INTENSIVMED;0170-5334;276;1.090;0.495;0.647;34;4.6;0.00038;0.083
ANESTH ANALG;0003-2999;21632;3.472;3.454;1.244;279;8.9;0.03084;1.014
ANESTHESIOLOGY;0003-3022;23780;5.879;5.794;1.447;235;9.7;0.03804;1.888
ANN FR ANESTH;0750-7658;1139;0.841;0.747;0.542;107;6.1;0.00141;0.133
BMC ANESTHESIOL;1471-2253;266;1.375;;0.105;124;3.2;0.00096;
BRIT J ANAESTH;0007-0912;14259;4.853;4.691;1.288;229;7.8;0.02509;1.359
CAN J ANESTH;0832-610X;4222;2.527;2.521;0.536;110;>10.0;0.00624;0.798
CLIN J PAIN;0749-8047;4984;2.527;2.965;0.554;130;7.7;0.00985;1.028
CURR OPIN ANESTHESIO;0952-7907;1856;1.979;2.181;0.284;95;5.1;0.00585;0.709
EUR J ANAESTH;0265-0215;2849;2.942;2.423;0.944;72;6.1;0.00600;0.690
EUR J PAIN;1090-3801;5015;2.928;3.508;0.720;150;5.7;0.01440;1.237
INT J OBSTET ANESTH;0959-289X;905;1.598;1.418;0.472;53;5.9;0.00191;0.393
J ANESTH;0913-8668;1265;1.176;1.066;0.310;142;4.2;0.00357;0.296
J CARDIOTHOR VASC AN;1053-0770;2912;1.463;1.549;0.271;258;5.9;0.00614;0.429
J CLIN ANESTH;0952-8180;1949;1.194;1.258;0.112;89;>10.0;0.00270;0.391
J CLIN MONIT COMPUT;1387-1307;821;1.985;1.347;0.389;72;5.9;0.00165;0.362
J NEUROSURG ANESTH;0898-4921;1186;2.990;2.320;0.512;43;6.6;0.00198;0.539
MINERVA ANESTESIOL;0375-9393;1821;2.134;1.847;0.722;108;4.0;0.00510;0.507
PAIN;0304-3959;31705;5.213;6.241;1.239;284;9.6;0.05060;2.160
PAIN PHYSICIAN;1533-3159;2590;3.542;3.454;0.770;100;4.3;0.00690;0.917
PAIN PRACT;1530-7085;1276;2.361;2.485;0.641;103;4.4;0.00374;0.726
PEDIATR ANESTH;1155-5645;3616;1.850;2.121;0.602;171;6.2;0.00674;0.547
REGION ANESTH PAIN M;1098-7339;2984;3.089;3.061;0.450;80;6.9;0.00590;0.870
REV BRAS ANESTESIOL;0034-7094;360;0.510;;0.069;72;5.6;0.00081;
SCHMERZ;0932-433X;599;1.017;0.944;0.273;55;6.0;0.00102;0.211;

